sentence,word,ner
297-38,.,O
297-39,Za,O
297-39,pihanje,O
297-39,na,O
297-39,ego,O
297-39,pa,O
297-39,so,O
297-39,izjave,O
297-39,s,O
297-39,stilu,O
297-39,»,O
297-39,Od,O
297-39,boga,O
297-39,ste,O
297-39,izbrani,O
297-39,za,O
297-39,X.,O
297-39,«,O
297-39,In,O
297-39,potem,O
297-39,guru,O
297-39,še,O
297-39,reče,O
297-39,:,O
297-39,»,O
297-39,Jaz,O
297-39,sem,O
297-39,od,O
297-39,boga,O
297-39,poslan,O
297-39,/,O
297-39,izbran,O
297-39,.,O
297-39,«,O
297-39,Tako,O
297-39,imamo,O
297-39,tukaj,O
297-39,še,O
297-39,zaupanje,O
297-39,",",O
297-39,še,O
297-39,posebno,O
297-39,",",O
297-39,če,O
297-39,je,O
297-39,(,O
297-39,prevarantski,O
297-39,),O
297-39,guru,O
297-39,potrjen,O
297-39,s,O
297-39,strani,O
297-39,kakšne,O
297-39,organizacije,O
297-39,ali,O
297-39,slavne,O
297-39,osebe,O
297-39,(,O
297-39,kot,O
297-39,je,O
297-39,npr.,O
297-39,Oprah,B-PER
297-39,),O
297-39,in,O
297-39,potem,O
297-39,mu,O
297-39,ljudje,O
297-39,verjamejo,O
297-39,.,O
297-40,Vse,O
297-40,skupaj,O
297-40,pa,O
297-40,postane,O
297-40,problematično,O
297-40,",",O
297-40,ko,O
297-40,je,O
297-40,potrebno,O
297-40,guruju,O
297-40,za,O
297-40,X,O
297-40,dati,O
297-40,ogromno,O
297-40,denarja,O
297-40,",",O
297-40,iti,O
297-40,skozi,O
297-40,psihološko,O
297-40,in,O
297-40,fizično,O
297-40,maltretiranje,O
297-40,",",O
297-40,kjer,O
297-40,na,O
297-40,koncu,O
297-40,sledi,O
297-40,neizbežno,O
297-40,razočaranje,O
297-40,.,O
297-40,(,O
297-40,Ne,O
297-40,pozabite,O
297-40,!,O
297-41,Govorimo,O
297-41,o,O
297-41,prevarantskem,O
297-41,guruju,O
297-41,!,O
297-41,),O
297-41,Če,O
297-41,se,O
297-41,vam,O
297-41,to,O
297-41,zdi,O
297-41,pretirana,O
297-41,izjava,O
297-41,",",O
297-41,najbrž,O
297-41,niste,O
297-41,seznanjeni,O
297-41,s,O
297-41,tem,O
297-41,",",O
297-41,kako,O
297-41,delujejo,O
297-41,kulti,O
297-41,.,O
297-42,Na,O
297-42,internetu,O
297-42,je,O
297-42,dovolj,O
297-42,(,O
297-42,grozljivih,O
297-42,!,O
297-42,),O
297-42,opisov,O
297-42,",",O
297-42,ki,O
297-42,so,O
297-42,dovolj,O
297-42,verodostojni,O
297-42,",",O
297-42,da,O
297-42,lahko,O
297-42,dobite,O
297-42,dobro,O
297-42,predstavo,O
297-42,.,O
297-43,Treba,O
297-43,je,O
297-43,samo,O
297-43,znati,O
297-43,angleško,O
297-43,.,O
297-44,Prevarantski,O
297-44,guruji,O
297-44,so,O
297-44,uničili,O
297-44,ogromno,O
297-44,ljudi,O
297-44,.,O
297-45,Nekatere,O
297-45,finančno,O
297-45,",",O
297-45,druge,O
297-45,čustveno,O
297-45,",",O
297-45,tretje,O
297-45,mentalno,O
297-45,in,O
297-45,nekaj,O
297-45,tudi,O
297-45,fizično,O
297-45,",",O
297-45,ker,O
297-45,so,O
297-45,le-ti,O
297-45,v,O
297-45,obupu,O
297-45,(,O
297-45,ko,O
297-45,upanje,O
297-45,preneha,O
297-45,in,O
297-45,je,O
297-45,ego,O
297-45,razsut,O
297-45,!,O
297-45,),O
297-45,naredili,O
297-45,samomor,O
297-45,.,O
297-46,In,O
297-46,kakšno,O
297-46,zvezo,O
297-46,ima,O
297-46,vse,O
297-46,to,O
297-46,s,O
297-46,Hitlerjem,B-PER
297-46,",",O
297-46,ki,O
297-46,je,O
297-46,tudi,O
297-46,v,O
297-46,naslovu,O
297-46,članka,O
297-46,?,O
297-47,Poleg,O
297-47,tega,O
297-47,",",O
297-47,da,O
297-47,je,O
297-47,nemškemu,O
297-47,narodu,O
297-47,vzbujal,O
297-47,upanje,O
297-47,in,O
297-47,dvigoval,O
297-47,ego,O
297-47,v,O
297-47,svoji,O
297-47,predvolilni,O
297-47,kampanji,O
297-47,(,O
297-47,in,O
297-47,tudi,O
297-47,kasneje,O
297-47,),O
297-47,",",O
297-47,se,O
297-47,lahko,O
297-47,iz,O
297-47,primera,O
297-47,tretjega,O
297-47,rajha,O
297-47,naučimo,O
297-47,še,O
297-47,nekaj,O
297-47,.,O
297-48,Adolf,B-PER
297-48,Hitler,I-PER
297-48,je,O
297-48,svojem,O
297-48,življenjskem,O
297-48,delu,O
297-48,Mein,B-MISC
297-48,Kampf,I-MISC
297-48,napisal,O
297-48,",",O
297-48,kako,O
297-48,je,O
297-48,treba,O
297-48,manipulirati,O
297-48,z,O
297-48,množicami,O
297-48,.,O
297-49,Recept,O
297-49,gre,O
297-49,približno,O
297-49,tako,O
297-49,:,O
297-49,Izmisliš,O
297-49,si,O
297-49,lahko,O
297-49,karkoli,O
297-49,",",O
297-49,mora,O
297-49,le,O
297-49,biti,O
297-49,dovolj,O
297-49,preprosto,O
297-49,",",O
297-49,da,O
297-49,je,O
297-49,razumljivo,O
297-49,še,O
297-49,takemu,O
297-49,bebcu,O
297-49,.,O
297-50,In,O
297-50,potem,O
297-50,to,O
297-50,ponavljaš,O
297-50,",",O
297-50,dokler,O
297-50,ne,O
297-50,postane,O
297-50,resnica,O
297-50,.,O
297-51,Joseph,B-PER
297-51,Goebbels,I-PER
297-51,",",O
297-51,Hitlerjev,O
297-51,minister,O
297-51,za,O
297-51,propagando,O
297-51,",",O
297-51,je,O
297-51,to,O
297-51,s,O
297-51,pridom,O
297-51,izkoriščal,O
297-51,v,O
297-51,vseh,O
297-51,svojih,O
297-51,kampanjah,O
297-51,.,O
297-52,Pranje,O
297-52,možganov,O
297-52,narodu,O
297-52,se,O
297-52,je,O
297-52,dogajalo,O
297-52,dnevno,O
297-52,.,O
297-53,Rezultat,O
297-53,je,O
297-53,(,O
297-53,vsaj,O
297-53,upam,O
297-53,!,O
297-53,),O
297-53,vsem,O
297-53,poznan,O
297-53,.,O
297-54,In,O
297-54,kakšno,O
297-54,zvezo,O
297-54,ima,O
297-54,vse,O
297-54,to,O
297-54,z,O
297-54,današnjim,O
297-54,časom,O
297-54,?,O
297-55,Vzbujanje,O
297-55,upanja,O
297-55,in,O
297-55,dvigovanje,O
297-55,ega,O
297-55,s,O
297-55,pranjem,O
297-55,možganov,O
297-55,se,O
297-55,nadaljuje,O
297-55,.,O
297-56,In,O
297-56,se,O
297-56,bo,O
297-56,nadaljevalo,O
297-56,",",O
297-56,dokler,O
297-56,bo,O
297-56,človek,O
297-56,obstajal,O
297-56,.,O
297-57,Ker,O
297-57,je,O
297-57,človek,O
297-57,v,O
297-57,svoji,O
297-57,primarni,O
297-57,naravi,O
297-57,lahkoveren,O
297-57,kot,O
297-57,majhen,O
297-57,otrok,O
297-57,.,O
297-58,In,O
297-58,to,O
297-58,s,O
297-58,pridom,O
297-58,izkoriščajo,O
297-58,Hitlerji,O
297-58,",",O
297-58,Trumpi,O
297-58,",",O
297-58,guruji,O
297-58,in,O
297-58,še,O
297-58,kdo,O
297-58,.,O
297-59,Ljudje,O
297-59,bodo,O
297-59,seveda,O
297-59,reagirali,O
297-59,:,O
297-59,»,O
297-59,Za,O
297-59,koga,O
297-59,nas,O
297-59,pa,O
297-59,imaš,O
297-59,?!,O
297-60,Mi,O
297-60,smo,O
297-60,vendar,O
297-60,odrasli,O
297-60,",",O
297-60,inteligentni,O
297-60,",",O
297-60,razgledani,O
297-60,in,O
297-60,neodvisno,O
297-60,misleči,O
297-60,",",O
297-60,zato,O
297-60,ne,O
297-60,pademo,O
297-60,pod,O
297-60,tak,O
297-60,vpliv,O
297-60,!,O
297-60,«,O
297-60,.,O
297-61,Hkrati,O
297-61,pa,O
297-61,podpisujejo,O
297-61,posojilo,O
297-61,v,O
297-61,švicarskih,O
297-61,frankih,O
297-61,",",O
297-61,ne,O
297-61,zavedajoč,O
297-61,se,O
297-61,",",O
297-61,kaj,O
297-61,pomeni,O
297-61,valutno,O
297-61,tveganje,O
297-61,.,O
297-62,Zakaj,O
297-62,?,O
297-63,Ker,O
297-63,so,O
297-63,si,O
297-63,dovolili,O
297-63,oprati,O
297-63,možgane,O
297-63,z,O
297-63,omejenimi,O
297-63,in,O
297-63,prilagojenimi,O
297-63,informacijami,O
297-63,.,O
297-64,Kakšna,O
297-64,je,O
297-64,bila,O
297-64,formula,O
297-64,",",O
297-64,ki,O
297-64,jo,O
297-64,je,O
297-64,banka,O
297-64,uporabila,O
297-64,?,O
297-65,Upanje,O
297-65,:,O
297-65,»,O
297-65,Ne,O
297-65,morete,O
297-65,dobiti,O
297-65,kredita,O
297-65,v,O
297-65,evrih,O
297-65,",",O
297-65,ker,O
297-65,so,O
297-65,obroki,O
297-65,previsoki,O
297-65,.,O
297-66,Lahko,O
297-66,pa,O
297-66,dobite,O
297-66,kredit,O
297-66,v,O
297-66,frankih,O
297-66,",",O
297-66,kjer,O
297-66,je,O
297-66,obrestna,O
297-66,mera,O
297-66,nižja,O
297-66,.,O
297-66,«,O
297-66,Ego,O
297-66,(,O
297-66,+,O
297-66,upanje,O
297-66,),O
297-66,:,O
297-66,»,O
297-66,Lahko,O
297-66,si,O
297-66,privoščite,O
297-66,hišo,O
297-66,",",O
297-66,ki,O
297-66,ste,O
297-66,si,O
297-66,jo,O
297-66,želeli,O
297-66,in,O
297-66,vam,O
297-66,ne,O
297-66,bo,O
297-66,treba,O
297-66,več,O
297-66,biti,O
297-66,podnajemnik,O
297-66,",",O
297-66,ampak,O
297-66,boste,O
297-66,lasten,O
297-66,gospodar,O
297-66,.,O
297-66,«,O
297-66,Zaupanje,O
297-66,:,O
297-66,»,O
297-66,Mi,O
297-66,smo,O
297-66,kot,O
297-66,banka,O
297-66,zavezani,O
297-66,k,O
297-66,profesionalnosti,O
297-66,in,O
297-66,preglednem,O
297-66,informiranju,O
297-66,svojih,O
297-66,strank,O
297-66,.,O
297-66,«,O
297-66,Rezultat,O
297-66,je,O
297-66,(,O
297-66,vsaj,O
297-66,upam,O
297-66,!,O
297-66,),O
297-66,vsem,O
297-66,poznan,O
297-66,.,O
297-67,Imejte,O
297-67,se,O
297-67,neizmerno,O
297-67,superca,O
297-67,in,O
297-67,ne,O
297-67,dovolite,O
297-67,",",O
297-67,da,O
297-67,vam,O
297-67,kdo,O
297-67,vzbuja,O
297-67,upanje,O
297-67,in,O
297-67,dviguje,O
297-67,ego,O
297-67,na,O
297-67,lažnih,O
297-67,temeljih,O
297-67,.,O
297-68,Če,O
297-68,mu,O
297-68,zaupate,O
297-68,",",O
297-68,bo,O
297-68,namreč,O
297-68,rezultat,O
297-68,katastrofa,O
297-68,slej,O
297-68,ko,O
297-68,prej,O
297-68,.,O
297-69,Robert,B-PER
300-0,Svet24.si,B-ORG
300-0,-,O
300-0,Donald,B-PER
300-0,Trump,I-PER
300-0,postal,O
300-0,častni,O
300-0,meščan,O
300-0,albanskega,O
300-0,mesta,O
300-1,Mestna,O
300-1,skupščina,O
300-1,je,O
300-1,v,O
300-1,sredo,O
300-1,soglasno,O
300-1,izglasovala,O
300-1,",",O
300-1,da,O
300-1,Donald,O
300-1,Trump,O
300-1,",",O
300-1,»,O
300-1,revolucionarni,O
300-1,model,O
300-1,novega,O
300-1,demokratičnega,O
300-1,reda,O
300-1,",",O
300-1,ekonomski,O
300-1,strokovnjak,O
300-1,in,O
300-1,vodja,O
300-1,sodobnega,O
300-1,časa,O
300-1,«,O
300-1,postane,O
300-1,častni,O
300-1,občan,O
300-1,albanskega,O
300-1,mesta,O
300-1,Kamëz,B-LOC
300-1,.,O
300-2,Župan,O
300-2,Xhelal,B-PER
300-2,Mziu,I-PER
300-2,je,O
300-2,na,O
300-2,svojem,O
300-2,Facebook,B-MISC
300-2,profilu,O
300-2,svojo,O
300-2,fotografijo,O
300-2,že,O
300-2,postavil,O
300-2,ob,O
300-2,bok,O
300-2,Trumpovi,B-PER
300-2,.,O
300-3,S,O
300-3,slovesnim,O
300-3,naziv,O
300-3,ga,O
300-3,želijo,O
300-3,pohvaliti,O
300-3,",",O
300-3,ker,O
300-3,je,O
300-3,»,O
300-3,ponudil,O
300-3,najboljše,O
300-3,upanje,O
300-3,vsem,O
300-3,Američanom,B-PER
300-3,",",O
300-3,ki,O
300-3,upravičeno,O
300-3,čutijo,O
300-3,",",O
300-3,da,O
300-3,so,O
300-3,jih,O
300-3,politiki,O
300-3,izdali,O
300-3,.,O
300-4,Mesto,O
300-4,Kamëz,O
300-4,je,O
300-4,sicer,O
300-4,znano,O
300-4,po,O
300-4,ulicah,O
300-4,",",O
300-4,poimenovanih,O
300-4,po,O
300-4,svetovnih,O
300-4,mestih,O
300-4,in,O
300-4,osebnostih,O
300-4,.,O
303-0,Večer,B-ORG
303-0,-,O
303-0,Osebnost,O
303-0,leta,O
303-0,po,O
303-0,izboru,O
303-0,revije,O
303-0,Time,B-ORG
303-0,je,O
303-0,Donald,B-PER
303-0,Trump,B-PER
303-1,Novoizvoljeni,O
303-1,ameriški,O
303-1,predsednik,O
303-1,Donald,O
303-1,Trump,O
303-1,je,O
303-1,osebnost,O
303-1,leta,O
303-1,2016,O
303-1,po,O
303-1,izboru,O
303-1,ameriške,O
303-1,revije,O
303-1,Time,O
303-1,.,O
303-2,Ustvarjalci,O
303-2,revije,O
303-2,ob,O
303-2,tem,O
303-2,izpostavljajo,O
303-2,globoko,O
303-2,nestrinjanje,O
303-2,o,O
303-2,tem,O
303-2,",",O
303-2,ali,O
303-2,je,O
303-2,bila,O
303-2,njegova,O
303-2,vloga,O
303-2,pozitivna,O
303-2,ali,O
303-2,negativna,O
303-2,.,O
303-3,"""",O
303-3,Tokrat,O
303-3,smo,O
303-3,devetdesetič,O
303-3,imenovali,O
303-3,osebo,O
303-3,",",O
303-3,ki,O
303-3,je,O
303-3,imela,O
303-3,največji,O
303-3,vpliv,O
303-3,-,O
303-3,dober,O
303-3,ali,O
303-3,slab,O
303-3,-,O
303-3,na,O
303-3,dogodke,O
303-3,leta,O
303-3,.,O
303-4,Kateri,O
303-4,je,O
303-4,torej,O
303-4,letos,O
303-4,-,O
303-4,dober,O
303-4,ali,O
303-4,slab,O
303-4,?,O
303-4,"""",O
303-4,je,O
303-4,ob,O
303-4,razglasitvi,O
303-4,zapisala,O
303-4,odgovorna,O
303-4,urednica,O
303-4,revije,O
303-4,Nancy,B-PER
303-4,Gibbs,I-PER
303-4,.,O
303-5,"""",O
303-5,Izziv,O
303-5,za,O
303-5,Donalda,O
303-5,Trumpa,B-PER
303-5,je,O
303-5,",",O
303-5,kako,O
303-5,globoko,O
303-5,se,O
303-5,država,O
303-5,ne,O
303-5,strinja,O
303-5,glede,O
303-5,odgovora,O
303-5,",",O
303-5,"""",O
303-5,je,O
303-5,dodala,O
303-5,.,O
303-6,Revija,O
303-6,Time,O
303-6,izpostavlja,O
303-6,predvsem,O
303-6,spektakularno,O
303-6,Trumpovo,B-PER
303-6,volilno,O
303-6,zmago,O
303-6,.,O
303-7,"""",O
303-7,Kdaj,O
303-7,smo,O
303-7,še,O
303-7,videli,O
303-7,posameznika,O
303-7,",",O
303-7,ki,O
303-7,je,O
303-7,tako,O
303-7,kljuboval,O
303-7,pričakovanjem,O
303-7,",",O
303-7,kršil,O
303-7,pravila,O
303-7,",",O
303-7,teptal,O
303-7,norme,O
303-7,in,O
303-7,premagal,O
303-7,ne,O
303-7,eno,O
303-7,",",O
303-7,ampak,O
303-7,dve,O
303-7,politični,O
303-7,stranki,O
303-7,na,O
303-7,poti,O
303-7,k,O
303-7,zmagi,O
303-7,na,O
303-7,volitvah,O
303-7,",",O
303-7,na,O
303-7,katero,O
303-7,je,O
303-7,stopil,O
303-7,s,O
303-7,skoraj,O
303-7,ničelnimi,O
303-7,možnostmi,O
303-7,?,O
303-7,"""",O
303-7,je,O
303-7,zapisala,O
303-7,Gibbsova,B-PER
303-7,.,O
303-8,"""",O
303-8,Mislim,O
303-8,",",O
303-8,da,O
303-8,še,O
303-8,nismo,O
303-8,videli,O
303-8,osebe,O
303-8,",",O
303-8,ki,O
303-8,bi,O
303-8,delovala,O
303-8,na,O
303-8,tako,O
303-8,nekonvencionalen,O
303-8,način,O
303-8,in,O
303-8,bi,O
303-8,imela,O
303-8,takšen,O
303-8,vpliv,O
303-8,na,O
303-8,dogodke,O
303-8,leta,O
303-8,.,O
303-8,"""",O
303-8,Trumpova,O
303-8,podoba,O
303-8,krasi,O
303-8,tudi,O
303-8,naslovnico,O
303-8,revije,O
303-8,Time,O
303-8,",",O
303-8,pri,O
303-8,čemer,O
303-8,ga,O
303-8,naslov,O
303-8,označuje,O
303-8,za,O
303-8,predsednika,O
303-8,Razdeljenih,B-LOC
303-8,držav,I-LOC
303-8,Amerike,I-LOC
303-8,.,O
303-9,Trump,O
303-9,je,O
303-9,prejem,O
303-9,naziva,O
303-9,za,O
303-9,televizijo,O
303-9,NBC,B-ORG
303-9,opisal,O
303-9,kot,O
303-9,"""",O
303-9,zelo,O
303-9,zelo,O
303-9,veliko,O
303-9,čast,O
303-9,"""",O
303-9,",",O
303-9,poroča,O
303-9,francoska,O
303-9,tiskovna,O
303-9,agencija,O
303-9,AFP,B-ORG
303-9,.,O
303-10,Zavrnil,O
303-10,je,O
303-10,navedbe,O
303-10,",",O
303-10,da,O
303-10,je,O
303-10,kriv,O
303-10,za,O
303-10,razprtije,O
303-10,",",O
303-10,in,O
303-10,pohvalil,O
303-10,svojega,O
303-10,predhodnika,O
303-10,Baracka,B-PER
303-10,Obamo,I-PER
303-10,.,O
303-11,Revija,O
303-11,Time,O
303-11,že,O
303-11,od,O
303-11,leta,O
303-11,1927,O
303-11,izbira,O
303-11,najbolj,O
303-11,vplivne,O
303-11,osebnosti,O
303-11,iz,O
303-11,svetovnega,O
303-11,dogajanja,O
303-11,.,O
303-12,Lani,O
303-12,je,O
303-12,bila,O
303-12,osebnost,O
303-12,leta,O
303-12,nemška,O
303-12,kanclerka,O
303-12,Angela,B-PER
303-12,Merkel,I-PER
303-12,",",O
303-12,ki,O
303-12,je,O
303-12,s,O
303-12,tem,O
303-12,postala,O
303-12,prva,O
303-12,ženska,O
303-12,s,O
303-12,tem,O
303-12,nazivom,O
303-12,v,O
303-12,skoraj,O
303-12,30,O
303-12,letih,O
303-12,.,O
303-13,V,O
303-13,zgodovini,O
303-13,so,O
303-13,bile,O
303-13,sicer,O
303-13,osebnosti,O
303-13,leta,O
303-13,revije,O
303-13,Time,O
303-13,tudi,O
303-13,Adolf,B-PER
303-13,Hitler,I-PER
303-13,",",O
303-13,britanska,O
303-13,kraljica,O
303-13,Elizabeta,B-PER
303-13,II.,I-PER
303-13,in,O
303-13,Nelson,B-PER
303-13,Mandela,I-PER
303-13,",",O
303-13,poroča,O
303-13,nemška,O
303-13,tiskovna,O
303-13,agencija,O
303-13,dpa,B-ORG
303-13,.,O
303-14,Tokrat,O
303-14,so,O
303-14,bili,O
303-14,v,O
303-14,ožjem,O
303-14,izboru,O
303-14,za,O
303-14,osebnost,O
303-14,leta,O
303-14,tudi,O
303-14,Trumpova,O
303-14,tekmica,O
303-14,na,O
303-14,predsedniških,O
303-14,volitvah,O
303-14,Hillary,B-PER
303-14,Clinton,I-PER
303-14,",",O
303-14,turški,O
303-14,predsednik,O
303-14,Recep,B-PER
303-14,Tayyip,I-PER
303-14,Erdogan,I-PER
303-14,in,O
303-14,pevka,O
303-14,Beyonce,B-PER
303-14,.,O
303-15,Pri,O
303-15,Time,O
303-15,so,O
303-15,na,O
303-15,koncu,O
303-15,izbirali,O
303-15,še,O
303-15,med,O
303-15,hekerji,O
303-15,in,O
303-15,razvijalci,O
303-15,novega,O
303-15,medicinskega,O
303-15,orodja,O
303-15,CRISPR,B-MISC
303-15,.,O
304-0,Donald,B-PER
304-0,Trump,B-PER
304-0,(,O
304-0,zaskrbljujoče,O
304-0,),O
304-0,nima,O
304-0,pojma,O
304-0,o,O
304-0,tehnologiji,O
304-1,Donald,O
304-1,Trump,O
304-1,je,O
304-1,novi,O
304-1,predsednik,O
304-1,ZDA,B-LOC
304-1,in,O
304-1,nihče,O
304-1,ne,O
304-1,more,O
304-1,spremeniti,O
304-1,te,O
304-1,odločitve,O
304-1,.,O
304-2,Ali,O
304-2,se,O
304-2,s,O
304-2,to,O
304-2,izbiro,O
304-2,strinjamo,O
304-2,?,O
304-3,Niti,O
304-3,ni,O
304-3,pomembno,O
304-3,",",O
304-3,saj,O
304-3,so,O
304-3,tisto,O
304-3,kar,O
304-3,v,O
304-3,resnici,O
304-3,šteje,O
304-3,posledice,O
304-3,",",O
304-3,ki,O
304-3,jih,O
304-3,bomo,O
304-3,najverjetneje,O
304-3,čutili,O
304-3,po,O
304-3,vsem,O
304-3,svetu,O
304-3,.,O
304-4,Ali,O
304-4,bodo,O
304-4,te,O
304-4,pozitivne,O
304-4,",",O
304-4,ali,O
304-4,negativne,O
304-4,",",O
304-4,bomo,O
304-4,videli,O
304-4,.,O
304-5,Izpostaviti,O
304-5,pa,O
304-5,velja,O
304-5,dejstvo,O
304-5,",",O
304-5,ki,O
304-5,bo,O
304-5,gotovo,O
304-5,zanimalo,O
304-5,vse,O
304-5,bralce,O
304-5,Računalniških,B-MISC
304-5,novic,I-MISC
304-5,:,O
304-5,Donald,O
304-5,Trump,O
304-5,ni,O
304-5,največji,O
304-5,ljubitelj,O
304-5,tehnologije,O
304-5,!,O
304-6,Gre,O
304-6,namreč,O
304-6,za,O
304-6,človeka,O
304-6,",",O
304-6,ki,O
304-6,hodi,O
304-6,po,O
304-6,svetu,O
304-6,brez,O
304-6,telefona,O
304-6,in,O
304-6,človeka,O
304-6,",",O
304-6,ki,O
304-6,ne,O
304-6,uporablja,O
304-6,elektronske,O
304-6,pošte,O
304-6,.,O
304-7,Se,O
304-7,sprašujete,O
304-7,kako,O
304-7,je,O
304-7,to,O
304-7,mogoče,O
304-7,?,O
304-8,Zgleda,O
304-8,da,O
304-8,je,O
304-8,mogoče,O
304-8,",",O
304-8,kajti,O
304-8,v,O
304-8,letu,O
304-8,2016,O
304-8,",",O
304-8,ko,O
304-8,vsi,O
304-8,-,O
304-8,mladi,O
304-8,",",O
304-8,stari,O
304-8,",",O
304-8,nižje,O
304-8,izobraženi,O
304-8,",",O
304-8,visoko,O
304-8,izobraženi,O
304-8,itd.,O
304-8,-,O
304-8,uporabljamo,O
304-8,tehnologijo,O
304-8,in,O
304-8,jo,O
304-8,izkoriščamo,O
304-8,sebi,O
304-8,v,O
304-8,prid,O
304-8,",",O
304-8,novi,O
304-8,predsednik,O
304-8,ZDA,O
304-8,ne,O
304-8,zna,O
304-8,uporabljati,O
304-8,računalnika,O
304-8,.,O
304-9,Trumpu,O
304-9,celo,O
304-9,očitajo,O
304-9,",",O
304-9,da,O
304-9,prezira,O
304-9,tehnologijo,O
304-9,",",O
304-9,ki,O
304-9,ne,O
304-9,dela,O
304-9,v,O
304-9,korist,O
304-9,ZDA,O
304-9,",",O
304-9,kar,O
304-9,pa,O
304-9,je,O
304-9,seveda,O
304-9,nepredstavljivo,O
304-9,",",O
304-9,kajti,O
304-9,številna,O
304-9,tehnološka,O
304-9,podjetja,O
304-9,in,O
304-9,korporacije,O
304-9,po,O
304-9,vsem,O
304-9,svetu,O
304-9,spadajo,O
304-9,med,O
304-9,najbogatejša,O
304-9,in,O
304-9,najkoristnejša,O
304-9,podjetja,O
304-9,sveta,O
304-9,.,O
304-10,Samo,O
304-10,predstavljamo,O
304-10,si,O
304-10,lahko,O
304-10,kakšne,O
304-10,bi,O
304-10,bile,O
304-10,posledice,O
304-10,",",O
304-10,če,O
304-10,bi,O
304-10,se,O
304-10,recimo,O
304-10,Trump,O
304-10,uperil,O
304-10,proti,O
304-10,tem,O
304-10,"""",O
304-10,ne-ameriškim,O
304-10,"""",O
304-10,podjetjem,O
304-10,.,O
304-11,Na,O
304-11,eni,O
304-11,strani,O
304-11,je,O
304-11,torej,O
304-11,človek,O
304-11,",",O
304-11,na,O
304-11,drugi,O
304-11,strani,O
304-11,pa,O
304-11,so,O
304-11,njegove,O
304-11,politike,O
304-11,.,O
304-12,Trump,O
304-12,je,O
304-12,po,O
304-12,pisanju,O
304-12,portala,O
304-12,TheNextWeb,B-ORG
304-12,povedal,O
304-12,",",O
304-12,da,O
304-12,želi,O
304-12,v,O
304-12,vojsko,O
304-12,vključiti,O
304-12,komunikacijo,O
304-12,",",O
304-12,ki,O
304-12,bi,O
304-12,potekala,O
304-12,preko,O
304-12,pisem,O
304-12,.,O
304-13,Ameriška,O
304-13,vojska,O
304-13,",",O
304-13,ki,O
304-13,spada,O
304-13,med,O
304-13,najbolj,O
304-13,tehnološko,O
304-13,napredne,O
304-13,organizacije,O
304-13,sveta,O
304-13,",",O
304-13,bi,O
304-13,torej,O
304-13,po,O
304-13,Trumpovem,B-PER
304-13,mnenju,O
304-13,morala,O
304-13,komunicirati,O
304-13,na,O
304-13,način,O
304-13,",",O
304-13,ki,O
304-13,ga,O
304-13,sami,O
304-13,včasih,O
304-13,(,O
304-13,čeprav,O
304-13,vedno,O
304-13,redkeje,O
304-13,),O
304-13,uporabljamo,O
304-13,",",O
304-13,ko,O
304-13,pišemo,O
304-13,razglednice,O
304-13,iz,O
304-13,morja,O
304-13,.,O
304-14,Najnovejšo,O
304-14,tehnologijo,O
304-14,in,O
304-14,komunikacijska,O
304-14,orodja,O
304-14,",",O
304-14,bi,O
304-14,tako,O
304-14,zamenjalo,O
304-14,pisalo,O
304-14,in,O
304-14,list,O
304-14,papirja,O
304-14,.,O
304-15,Smešno,O
304-15,ali,O
304-15,žalostno,O
304-15,",",O
304-15,to,O
304-15,je,O
304-15,zdaj,O
304-15,vprašanje,O
304-15,kajne,O
304-15,?,O
304-16,Po,O
304-16,pisanju,O
304-16,Washington,B-ORG
304-16,Posta,I-ORG
304-16,gleda,O
304-16,novoizvoljeni,O
304-16,predsednika,O
304-16,na,O
304-16,imigrante,O
304-16,kot,O
304-16,na,O
304-16,ogromne,O
304-16,ovire,O
304-16,in,O
304-16,ne,O
304-16,kot,O
304-16,potencial,O
304-16,",",O
304-16,ki,O
304-16,lahko,O
304-16,in,O
304-16,je,O
304-16,v,O
304-16,številnih,O
304-16,primerih,O
304-16,uspel,O
304-16,vzpostaviti,O
304-16,milijardne,O
304-16,vrednosti,O
304-16,na,O
304-16,takšni,O
304-16,ali,O
304-16,drugačni,O
304-16,ravni,O
304-16,",",O
304-16,pa,O
304-16,naj,O
304-16,si,O
304-16,bo,O
304-16,to,O
304-16,poslovni,O
304-16,",",O
304-16,ali,O
304-16,kakršnikoli,O
304-16,drugi,O
304-16,.,O
304-17,Potem,O
304-17,je,O
304-17,tukaj,O
304-17,"""",O
304-17,kiber,O
304-17,"""",O
304-17,",",O
304-17,nekaj,O
304-17,o,O
304-17,čem,O
304-17,Trump,O
304-17,meni,O
304-17,",",O
304-17,da,O
304-17,je,O
304-17,zelo,O
304-17,nevarno,O
304-17,in,O
304-17,bi,O
304-17,morali,O
304-17,vsi,O
304-17,skupaj,O
304-17,delati,O
304-17,na,O
304-17,tem,O
304-17,.,O
304-18,V,O
304-18,spodnjem,O
304-18,posnetku,O
304-18,si,O
304-18,lahko,O
304-18,ogledate,O
304-18,izjavo,O
304-18,",",O
304-18,kjer,O
304-18,Trump,O
304-18,najverjetneje,O
304-18,skuša,O
304-18,govoriti,O
304-18,o,O
304-18,digitalni,O
304-18,varnosti,O
304-18,",",O
304-18,vendar,O
304-18,se,O
304-18,nekako,O
304-18,zdi,O
304-18,",",O
304-18,da,O
304-18,ne,O
304-18,ve,O
304-18,ravno,O
304-18,čisto,O
